Title,Release Date,Developer,Publisher,Genres,Product Rating,User Score,User Ratings Count,Platforms
Vessel,1/3/2012,Strange Loop Games,indiePub,2D Platformer,Rated E For Everyone,7.8,127,PC
Alexander,23/11/2004,GSC Game World,Ubisoft,Real-Time Strategy,Rated M For Mature,8.9,47,PC
Darius Cozmic Collection: Arcade,16/6/2020,M2,ININ Games,Compilation,Rated E For Everyone,6.894852313,,PlayStation 4
Letterpress - Word Game,24/10/2012,atebits,atebits,Logic Puzzle,Not Rated,6.3,9,iOS (iPhone/iPad)
Oddworld: Soulstorm,6/4/2021,Oddworld Inhabitants,Oddworld Inhabitants,Action Adventure,Rated T For Teen,6.3,279,PlayStation 4
The Elder Scrolls Online: Elsweyr,20/5/2019,ZeniMax Media,Bethesda Softworks,MMORPG,Rated M For Mature,7.9,46,PC
Another Code: R - A Journey into Lost Memories,5/2/2009,Cing,Nintendo,Adventure,Not Rated,6.894852313,,Wii
Triple Town,19/1/2012,Spry Fox,Spry Fox,Matching Puzzle,Not Rated,6.5,8,iOS (iPhone/iPad)
RiftStar Raiders,27/2/2018,Climax Studios,Climax Studios,Top-Down Shoot-'Em-Up,Rated E +10 For Everyone +10,6.894852313,,Xbox One
IL-2 Sturmovik: Forgotten Battles,2/3/2003,1C Entertainment,Ubisoft,Aircraft Combat Sim,Rated T For Teen,7.8,44,PC
Sword Art Online: Lost Song,17/11/2015,Artdink,Bandai Namco Games,Action RPG,Rated T For Teen,6.2,92,PlayStation Vita
The Temple of Elemental Evil,16/9/2003,Troika Games,Atari SA,Western RPG,Rated T For Teen,7.8,76,PC
A Hat in Time,5/10/2017,Gears for Breakfast,Gears for Breakfast,3D Platformer,Rated E +10 For Everyone +10,8.7,556,PC
SnowRunner,28/4/2020,Saber Interactive,Focus Home Interactive,Vehicle Sim,Rated E For Everyone,7.1,266,Xbox One
Blues and Bullets - Episode 2: Shaking The Hive,8/4/2016,A Crowd of Monsters,A Crowd of Monsters,Action Adventure,Not Rated,4.5,12,PC
Dragon Star Varnir,11/6/2019,Compile Heart,Idea Factory,JRPG,Rated T For Teen,6.9,35,PlayStation 4
Metro Exodus: Enhanced Edition,18/6/2021,4A Games,Deep Silver,FPS,Rated M For Mature,8.3,283,Xbox Series X
Romancing SaGa,11/10/2005,Square Enix,Square Enix,JRPG,Rated E +10 For Everyone +10,8.2,36,PlayStation 2
Space Colony: Steam Edition,30/4/2015,,,Real-Time Strategy,Not Rated,8.4,23,PC
The Sims 4,2/9/2014,Maxis,Electronic Arts,Virtual Life,Rated T For Teen,4.2,2710,PC
Wheels of Destruction: World Tour,3/4/2012,"Gelid Games, Inc.","Gelid Games, Inc.",Vehicle Combat Sim,Rated E +10 For Everyone +10,5,6,PlayStation 3
Fire Emblem: Shadow Dragon,16/2/2009,Intelligent Systems,Nintendo,Turn-Based Tactics,Rated E +10 For Everyone +10,7.3,153,DS
The Evil Within: The Assignment,10/3/2015,Tango Gameworks,Bethesda Softworks,Survival,Rated M For Mature,9.2,587,Xbox One
White Knight Chronicles International Edition,2/2/2010,Level 5,SCEA,Action RPG,Rated T For Teen,7,67,PlayStation 3
Salary Man Escape VR,26/6/2018,Red Accent Studios,Sony Interactive Entertainment,Action Puzzle,Rated E For Everyone,6.6,24,PlayStation 4
Syphon Filter: The Omega Strain,4/5/2004,Sony Bend,SCEA,Tactical Third Person Shooter,Rated M For Mature,7.8,24,PlayStation 2
Dungeons 3,13/10/2017,Realmforge Studios,Kalypso,Strategy,Rated T For Teen,7.6,85,PC
Brunswick Pro Bowling (2007),21/8/2007,Point of View,Crave,Bowling,Rated E For Everyone,6.894852313,,PlayStation 2
Soldner-X 2: Final Prototype,25/5/2010,SideQuest Studios,EastAsiaSoft,Horizontal Shoot-'Em-Up,Rated E For Everyone,7.2,13,PlayStation 3
Crystal Rift,29/11/2016,Psytec Games Ltd,Psytec Games Ltd,Action Adventure,Rated T For Teen,6.6,13,PlayStation 4
Master of Orion 3,25/2/2003,Quicksilver Software,Infogrames,4X Strategy,Rated T For Teen,3.5,40,PC
Sonic Jump Fever,10/7/2014,Sega,Sega,2D Platformer,Not Rated,7.2,11,iOS (iPhone/iPad)
Fightback,18/12/2013,Ninja Theory,Chillingo,2D Fighting,Not Rated,6.894852313,,iOS (iPhone/iPad)
Dragon Ball: Advanced Adventure,6/6/2006,Dimps Corporation,Atari SA,2D Beat-'Em-Up,Rated E +10 For Everyone +10,8.5,35,Game Boy Advance
The Climb 2,4/3/2021,Crytek,Crytek,Action,Not Rated,7.2,5,PC
MLB 08: The Show,4/3/2008,SCEA San Diego Studios,SCEA,Baseball Sim,Rated E For Everyone,4.3,20,PlayStation 3
Super Mega Baseball 2,1/5/2018,Metalhead Software,Metalhead Software,Baseball,Rated E For Everyone,7.2,25,Xbox One
Velocity Ultra,2/7/2013,FuturLab,FuturLab,Vertical Shoot-'Em-Up,Rated E For Everyone,7.9,75,PlayStation Vita
Dance Central Spotlight,2/9/2014,Harmonix Music Systems,Microsoft Game Studios,Dancing,Rated T For Teen,6.8,50,Xbox One
Gravity Badgers,29/5/2014,Wales Interactive,Wales Interactive,Action Puzzle,Rated E For Everyone,6.894852313,,PC
Trials Frontier,9/4/2014,RedLynx,Ubisoft,Auto Racing Sim,Not Rated,5.9,23,iOS (iPhone/iPad)
The Fabulous Fear Machine,4/10/2023,Fictiorama Studios,AMC Games,Strategy,Not Rated,7.2,6,PC
Life is Strange 2,26/9/2018,DONTNOD Entertainment,Square Enix,Third-Person Adventure,Rated M For Mature,6.7,666,PlayStation 4
Marvel's Spider-Man: Silver Lining,21/12/2018,Insomniac Games,Sony Interactive Entertainment,Open-World Action,Rated T For Teen,7.5,164,PlayStation 4
Medieval II: Total War,13/11/2006,Creative Assembly,Sega,Real-Time Strategy,Rated T For Teen,9,826,PC
Bubble Bobble Revolution,3/10/2006,Taito Corporation,Codemasters,2D Platformer,Rated E For Everyone,6.894852313,,DS
Armored Core: Last Raven,13/6/2006,From Software,Agetec,Vehicle Combat Sim,Rated T For Teen,8,22,PlayStation 2
Resonance of Fate,16/3/2010,Tri-Ace,Sega,JRPG,Rated T For Teen,8.1,62,PlayStation 3
SPL-T,23/9/2015,Simogo,Simogo,Puzzle,Not Rated,6.894852313,,iOS (iPhone/iPad)
Enki,31/7/2015,Storm in a Teacup,Soedesco,First-Person Adventure,Not Rated,4.7,13,PC
Agony,29/5/2018,Madmind Studio,Maximum Games,Survival,Rated M For Mature,4.3,292,PC
Medal of Honor: Warfighter,23/10/2012,Danger Close,Electronic Arts,FPS,Rated M For Mature,5.5,458,PlayStation 3
Impostor Factory,30/9/2021,Freebird Games,Freebird Games,Adventure,Not Rated,7.8,52,PC
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,19/5/2009,Konami,Konami,Card Battle,Rated E For Everyone,6.9,15,DS
Baba Is You,13/3/2019,MP2 Games,Hempuli Oy,Action Puzzle,Rated E For Everyone,7.9,123,PC
Space HoRSE,1/8/2002,Gilligames,Shrapnel Games,Turn-Based Strategy,Not Rated,6.894852313,,PC
Karaoke Revolution Volume 3,9/11/2004,Harmonix Music Systems,Konami,Rhythm,Rated E For Everyone,6.894852313,,PlayStation 2
Final Fantasy VI Pixel Remaster,23/2/2022,TOSE,Square Enix,JRPG,Rated T For Teen,8,67,PC
Rogue Trooper Redux,17/10/2017,Sold Out,Sold Out,Third Person Shooter,Rated T For Teen,6.9,9,Nintendo Switch
Agatha Christie: The ABC Murders,23/2/2016,Artefacts Studio,Kalypso,Third-Person Adventure,Rated T For Teen,6.3,36,Xbox One
Rafa Nadal Tennis,30/6/2007,Virtual Toys,Codemasters,Tennis,Rated E For Everyone,6.894852313,,DS
SPACEPLAN,4/5/2017,Devolver Digital,"GHI Media, LLC",Simulation,Not Rated,6.894852313,,PC
Beat Hazard Ultra,18/10/2011,Cold Beam Games,Cold Beam Games,Top-Down Shoot-'Em-Up,Rated E For Everyone,6.8,13,PlayStation 3
Sword Coast Legends,19/10/2015,n-Space,Digital Extremes,Western RPG,Rated T For Teen,5.5,247,PC
Ultracore (2020),23/6/2020,Strictly Limited Games,ININ Games,2D Platformer,Rated T For Teen,6.894852313,,PlayStation 4
Major League Baseball 2K5,23/2/2005,Kush Games,Take-Two Interactive,Baseball Sim,Rated E For Everyone,6.894852313,,PlayStation 2
MySims Agents,29/9/2009,Electronic Arts,Electronic Arts,Action Puzzle,Rated E For Everyone,6.9,17,Wii
Cyber Troopers Virtual-On Marz,14/10/2003,Hitmaker,Sega,3D Fighting,Rated T For Teen,6.894852313,,PlayStation 2
Lowrider,20/11/2003,Pacific Century Cyber Works,Jaleco Entertainment,Dancing,Rated T For Teen,6.894852313,,PlayStation 2
Mega Man Star Force 3: Black Ace,30/6/2009,Capcom,Capcom,Action RPG,Rated E For Everyone,7.5,35,DS
The Misadventures of P.B. Winterbottom,17/2/2010,The Odd Gentlemen,2K Play,Puzzle,Rated E For Everyone,7.7,11,PC
WWE SmackDown! vs. Raw,2/11/2004,Yuke's,THQ,Wrestling,Rated T For Teen,8.2,51,PlayStation 2
X-Men Legends,21/9/2004,Raven Software,Activision,Action RPG,Rated T For Teen,6.9,14,PlayStation 2
FlatOut: Head On,4/4/2008,Bugbear,Empire Interactive,Arcade Racing,Rated T For Teen,8.6,36,PSP
Alter Ego (2010),3/8/2010,Future Games,bitComposer,Point-and-Click,Rated T For Teen,5.3,21,PC
Teslapunk,7/10/2015,klutzGames,klutzGames,Vertical Shoot-'Em-Up,Rated E For Everyone,6.6,7,Xbox One
Sword of the Stars: Born of Blood,5/6/2007,Kerberos Productions,Lighthouse Interactive,Strategy,Rated E +10 For Everyone +10,7.1,12,PC
MDK2,31/5/2000,BioWare,Interplay,Third Person Shooter,Rated T For Teen,7.5,87,PlayStation 2
Jet Lancer,12/5/2020,Vladimir Fedyushkin,Armor Games,Vertical Shoot-'Em-Up,Rated T For Teen,6.894852313,,PC
Phoenotopia: Awakening,20/8/2020,Cape Cosmic,Cape Cosmic,Action Adventure,Rated E +10 For Everyone +10,8.6,33,Nintendo Switch
In Stars And Time,20/11/2023,insertdisc5,Armor Games,RPG,Not Rated,8.1,25,PC
.hack//G.U. vol. 1//Rebirth,24/10/2006,CyberConnect2,Namco Bandai Games,Action RPG,Rated T For Teen,7.8,32,PlayStation 2
Texas Hold 'Em Poker DS,1/11/2004,Skyworks Technologies,Majesco,Gambling,Rated E For Everyone,6.894852313,,Game Boy Advance
Carnivores: Cityscape,25/3/2002,Sunstorm Interactive,Infogrames,FPS,Rated T For Teen,2.8,,PC
Budget Cuts,10/7/2020,Neat Corporation,Neat Corporation,FPS,Rated T For Teen,6.894852313,,PC
VANQUISH: The Oath of Brothers,5/2/2010,GAMEVIL Inc.,GAMEVIL Inc.,RPG,Not Rated,6.894852313,,iOS (iPhone/iPad)
Skylanders Imaginators,16/10/2016,Toys for Bob,Activision,3D Platformer,Rated E +10 For Everyone +10,6.1,54,Xbox One
Asphalt Overdrive,24/9/2014,Gameloft,Gameloft,Auto Racing,Not Rated,6.4,11,iOS (iPhone/iPad)
Persona 4 Arena Ultimax,30/9/2014,Arc System Works,Atlus,2D Fighting,Rated T For Teen,5.2,294,PlayStation 3
Sega Soccer Slam,18/3/2002,EA Black Box,Sega,Soccer,Rated E For Everyone,6.9,11,Xbox
Inferno+,31/5/2012,Radiangames,Radiangames,RPG,Not Rated,5.8,5,iOS (iPhone/iPad)
SingStar Country,28/10/2008,SCEE London Studio,SCEA,Rhythm,Rated T For Teen,6.894852313,,PlayStation 2
Midway Arcade Origins,6/11/2012,Backbone Entertainment,Warner Bros. Interactive Entertainment,Compilation,Rated T For Teen,7,7,PlayStation 3
The Sims 3: Generations,31/5/2011,The Sims Studio,EA Games,Virtual Life,Rated T For Teen,3.9,91,PC
Football Manager 2010,3/11/2009,Sports Interactive,Sega,Soccer Management,Rated E For Everyone,7.7,115,PC
Mount & Blade: With Fire & Sword,3/5/2011,Taleworlds Entertainment,Paradox Interactive,Western RPG,Rated T For Teen,6.9,260,PC
Eador: Masters of the Broken World,19/4/2013,Snowbird Game Studios,Snowbird Game Studios,Turn-Based Strategy,Not Rated,7.2,222,PC
Gran Turismo 7,4/3/2022,Polyphony Digital,PlayStation Studios,Auto Racing Sim,Rated E For Everyone,2.4,11496,PlayStation 5
LEGO Brawls,2/9/2022,Red Games,Bandai Namco Games,2D Fighting,Rated E +10 For Everyone +10,4.8,6,iOS (iPhone/iPad)
STRAFE,9/5/2017,Pixel Titans,Devolver Digital,FPS,Not Rated,5.3,42,PC
Shiftlings,3/3/2015,Rock Pocket Games,Sierra Games,2D Platformer,Rated T For Teen,6.3,17,PC
LUNA The Shadow Dust,13/2/2020,Lantern Studio,Coconut Island Games,Point-and-Click,Not Rated,6.9,53,PC
Mafia,9/3/2004,Illusion Softworks,Gathering,Open-World Action,Rated M For Mature,8.6,117,PC
Special Forces: Team X,6/2/2013,Zombie Studios,Atari SA,Third Person Shooter,Rated M For Mature,6.8,9,PC
Fishing Kings,2/4/2010,Gameloft,Gameloft,Fishing,Not Rated,6.894852313,,iOS (iPhone/iPad)
Magic: The Gathering Arena,27/9/2018,Magic Digital Studio,Wizards of the Coast,Card Battle,Rated T For Teen,2.8,228,PC
Zone of the Enders: The 2nd Runner MARS,4/9/2018,Cygames,Konami,Vehicle Combat Sim,Rated T For Teen,7.9,46,PlayStation 4
Phoenix Wright: Ace Attorney - Spirit of Justice,8/9/2016,Capcom,Capcom,Visual Novel,Not Rated,7.8,155,3DS
The Golf Club 2,27/6/2017,HB Studios Multimedia,Maximum Games,Golf,Rated E For Everyone,6,31,Xbox One
Marvel's Avengers,1/9/2020,Crystal Dynamics,Square Enix,Action,Rated T For Teen,4.9,2630,PC
Sorcery Saga: The Curse of the Great Curry God,10/12/2013,Zerodiv,Aksys Games,Roguelike,Rated T For Teen,7.3,44,PC
Missing: Since January,25/6/2004,Lexis Numerique,The Adventure Company,Adventure,Rated M For Mature,5.9,8,PC
Spider-Man 2: The Game,28/6/2004,Fizz Factor,Activision,Open-World Action,Rated E For Everyone,4.8,133,PC
Max & the Magic Marker,8/3/2010,Press Play,Press Play,2D Platformer,Rated E For Everyone,4.4,5,Wii
Enemy Engaged 2,10/7/2007,Gameyus Interactive,G2 Games,Aircraft Sim,Rated T For Teen,6.894852313,,PC
MySims Racing,12/6/2009,EA Games,EA Games,Auto Racing,Rated E For Everyone,5.6,7,Wii
Park Beyond,16/6/2023,Limbic Entertainment,Bandai Namco Games,Tycoon,Rated E For Everyone,6.3,8,PlayStation 5
The Flame in the Flood,24/2/2016,The Molasses Flood,The Molasses Flood,Survival,Rated T For Teen,6.2,84,PC
Boogie Bunnies,16/1/2008,Artech Studios,Sierra Online,Matching Puzzle,Rated E For Everyone,6.894852313,,Xbox 360
Left Alive,5/3/2019,ilinx inc.,Square Enix,Action Adventure,Rated M For Mature,8.2,1625,PlayStation 4
Digimon Story Cyber Sleuth: Complete Edition,18/10/2019,Media.Vision,Bandai Namco Games,Compilation,Rated T For Teen,6.7,160,Nintendo Switch
THE FINALS,7/12/2023,Embark Studios,Embark Studios,Tactical FPS,Not Rated,6.9,167,PC
Heroes of Might and Magic IV: Winds of War,26/2/2003,3DO,3DO,Turn-Based Strategy,Rated E For Everyone,7.2,35,PC
Sega 3D Classics Collection,26/4/2016,M2,Sega,Compilation,Rated E +10 For Everyone +10,7.6,31,3DS
Boom Blox Bash Party,19/5/2009,EA LA,Electronic Arts,Puzzle,Rated E For Everyone,7.1,27,Wii
Azur Lane: Crosswave,13/2/2020,Felistella,Idea Factory,Third Person Shooter,Rated T For Teen,6.3,25,PlayStation 4
Hi Hi Puffy AmiYumi: The Genie & the Amp,27/6/2006,Sensory Sweep,D3Publisher,2D Beat-'Em-Up,Rated E +10 For Everyone +10,5.4,5,DS
Tokyo Xtreme Racer DRIFT,18/4/2006,Genki,Crave,Auto Racing Sim,Rated E For Everyone,6.5,,PlayStation 2
Cosmic Bump,13/9/2012,Chillingo,Chillingo,Edutainment,Not Rated,6.894852313,,iOS (iPhone/iPad)
Savage 2: A Tortured Soul,16/1/2008,S2 Games,S2 Games,FPS,Rated T For Teen,8.4,14,PC
Obsidian,10/1/1997,Rocket Science Games,SegaSoft,Point-and-Click,Not Rated,6.9,16,PC
PixelJunk Shooter 2,1/3/2011,Q-Games,SCEA,Top-Down Shoot-'Em-Up,Rated E For Everyone,7.7,31,PlayStation 3
Sea Dogs,24/11/2000,Akella,Bethesda Softworks,Marine Combat Sim,Rated T For Teen,8.2,49,PC
Akka Arrh,21/2/2023,Llamasoft,Atari,Arcade,Rated E +10 For Everyone +10,6.894852313,,PlayStation 4
Call of Duty: United Offensive,14/9/2004,Gray Matter,Activision,FPS,Rated T For Teen,8.1,344,PC
Monster Dash,19/8/2010,Halfbrick Studios,Halfbrick Studios,Action,Not Rated,6.894852313,,iOS (iPhone/iPad)
The Secret of Monkey Island: Special Edition,15/7/2009,LucasArts,LucasArts,Point-and-Click,Rated E +10 For Everyone +10,7.7,67,Xbox 360
Sine Mora,21/3/2012,Grasshopper Manufacture,Microsoft Game Studios,Horizontal Shoot-'Em-Up,Rated M For Mature,7.4,64,PlayStation 3
Lumines II,6/11/2006,Q Entertainment,Buena Vista Games,Matching Puzzle,Rated E +10 For Everyone +10,7.5,13,PSP
Sam & Max: The Devil's Playhouse - Episode 4: Beyond the Alley of the Dolls,20/7/2010,Telltale Games,Telltale Games,Third-Person Adventure,Rated E +10 For Everyone +10,7.5,20,PC
Mineko's Night Market,26/9/2023,Meowza Games,Humble Games,Adventure,Not Rated,4.5,13,PC
Immortal: Unchained,7/9/2018,Toadman Interactive,Sold Out,Action RPG,Rated T For Teen,6.1,82,PlayStation 4
Shadowrun: Dragonfall,27/2/2014,Harebrained Schemes LLC,Harebrained Schemes LLC,Turn-Based Tactics,Not Rated,8.2,268,PC
Unrest,23/7/2014,Pyrodactyl Games,KISS Ltd.,RPG,Not Rated,6.1,21,PC
Marvel Contest of Champions,10/12/2014,Kabam,Kabam,2D Fighting,Not Rated,5,48,iOS (iPhone/iPad)
Chasm,30/7/2018,Discord Games,Discord Games,Metroidvania,Rated T For Teen,6.6,56,PC
Iron Harvest,1/9/2020,KING Art,Deep Silver,Command RTS,Not Rated,6.6,181,PlayStation 4
Wings of War,30/8/2004,Silver Wish Games,Gathering,Aircraft Combat Sim,Rated T For Teen,6.894852313,,Xbox
ZEN Pinball,14/5/2009,Zen Studios,Zen Studios,Pinball,Rated E For Everyone,7,15,iOS (iPhone/iPad)
007 Racing,20/11/2000,Eutechnyx,Electronic Arts,Auto Racing,Rated T For Teen,4.9,20,PlayStation
Mikey Shorts,23/8/2012,"BeaverTap Games, LLC","BeaverTap Games, LLC",2D Platformer,Not Rated,5.5,24,iOS (iPhone/iPad)
Destiny Connect: Tick-Tock Travelers,22/10/2019,Nippon Ichi Software,NIS America,RPG,Rated E +10 For Everyone +10,6.1,13,PlayStation 4
Harvest Moon 64,30/11/1999,Victor Interactive Software,Natsume,Tycoon,Rated E For Everyone,8.4,48,Nintendo 64
Microsoft Flight Simulator,18/8/2020,Asobo Studio,Xbox Game Studios,Aircraft Sim,Rated E For Everyone,7.2,1447,Xbox Series X
Turok 2: Seeds of Evil,10/12/1998,Iguana Entertainment,Acclaim,FPS,Rated M For Mature,8.2,101,PC
Mutant Mudds Collection,14/12/2017,Atooi LLC,Atooi LLC,Compilation,Rated E For Everyone,8.2,36,Nintendo Switch
Star Wars: Battle for Hoth,7/7/2010,THQ Wireless,THQ Wireless,Adventure,Not Rated,6.894852313,,iOS (iPhone/iPad)
Armed and Dangerous,2/12/2003,Planet Moon Studios,LucasArts,Third Person Shooter,Rated T For Teen,6.6,14,Xbox
Aliens Versus Predator: Extinction,30/7/2003,Zono Inc.,EA Games,Real-Time Strategy,Rated T For Teen,7.1,15,Xbox
American Conquest: Fight Back,29/9/2003,GSC Game World,cdv Software,Command RTS,Rated T For Teen,8.4,32,PC
Guild Wars Nightfall,26/10/2006,ArenaNet,NCSOFT,Compilation,Rated T For Teen,8.3,88,PC
Super Bust-A-Move,26/11/2000,Taito Corporation,Acclaim,Matching Puzzle,Rated E For Everyone,6.894852313,,PlayStation 2
Embr,23/9/2021,Muse Games,Curve Digital,Virtual Career,Not Rated,6.894852313,,PC
Slayaway Camp: Butcher's Cut,22/3/2018,Blue Wizard Digital,Digerati Distribution,Action Puzzle,Rated M For Mature,7.9,14,Xbox One
Fire Emblem: Radiant Dawn,5/11/2007,Intelligent Systems,Nintendo,Turn-Based Tactics,Rated E +10 For Everyone +10,8.8,269,Wii
NFL GameDay 2001,13/11/2000,SCEA,SCEA,Football Sim,Rated E For Everyone,6.894852313,,PlayStation
Madden NFL 2002,19/8/2001,EA Sports,EA Sports,Football Sim,Rated E For Everyone,4.7,22,PlayStation 2
One Upon Light,13/10/2015,Singapore University of Technology and Design,Singapore University of Technology and Design,Action Puzzle,Rated E +10 For Everyone +10,6.894852313,,PlayStation 4
Coffeetime Crosswords,16/7/2008,"Voltex, Inc.",Konami,Logic Puzzle,Rated E For Everyone,6.894852313,,Xbox 360
Ozone,9/4/2010,Geardome,Geardome,Adventure,Not Rated,6.894852313,,iOS (iPhone/iPad)
NCAA Football 2002,23/7/2001,EA Sports,EA Sports,Football Sim,Rated E For Everyone,6,,PlayStation 2
Gradius Galaxies,12/11/2001,Mobile 21,Konami,Horizontal Shoot-'Em-Up,Rated E For Everyone,8,6,Game Boy Advance
Mayan Death Robots,20/11/2015,Sileni Studios,Sileni Studios,Strategy,Not Rated,7.4,17,PC
Hellpoint,30/7/2020,Cradle Games,tinyBuild,Action RPG,Not Rated,6.5,84,PC
Black Mirror III: Final Fear,19/4/2011,DTP Entertainment,Viva Media,Third-Person Adventure,Rated M For Mature,7.8,46,PC
WWE '12,22/11/2011,Yuke's,THQ,Wrestling,Rated T For Teen,6.4,109,PlayStation 3
Spy Mouse,25/8/2011,Electronic Arts,Electronic Arts,Action Puzzle,Not Rated,7.4,8,iOS (iPhone/iPad)
Sea of Solitude,5/7/2019,Jo-Mei Games,Electronic Arts,Linear Action Adventure,Rated T For Teen,6.1,86,PC
Another Fisherman's Tale,11/5/2023,Innerspace VR,Vertigo Games,Adventure,Rated T For Teen,6.894852313,,PlayStation 5
TimeShift (2007),30/10/2007,Saber Interactive,Sierra Entertainment,FPS,Rated M For Mature,7.2,36,Xbox 360
Rugby 18,24/10/2017,Koch Media,Bigben Interactive,Rugby,Rated E For Everyone,3.6,13,Xbox One
Pato Box,9/7/2018,Bromio,Bromio,Combat Sport,Rated T For Teen,7.5,13,Nintendo Switch
Crucible,20/5/2020,Relentless Studios,Amazon Game Studios,Action,Rated T For Teen,4.1,54,PC
Dragon Ball Z: Infinite World,4/12/2008,Dimps Corporation,Atari SA,3D Fighting,Rated T For Teen,7.8,69,PlayStation 2
Disney Wreck-It Ralph,1/11/2012,Disney Interactive Studios,Disney Interactive Studios,2D Platformer,Not Rated,6.894852313,,Wii
New Frontier Days: Founding Pioneers,23/3/2017,Arc System Works,Arc System Works,Management,Rated E For Everyone,4.6,30,Nintendo Switch
Kung Fu Chaos,24/2/2003,Just Add Monsters,Microsoft Game Studios,3D Fighting,Rated T For Teen,8.6,14,Xbox
Sins of a Solar Empire,4/2/2008,Ironclad Games,Stardock,Real-Time Strategy,Rated T For Teen,8.4,170,PC
Pixel Defenders Puzzle,15/12/2012,Social Titans LLC,Social Titans LLC,Puzzle,Not Rated,6.894852313,,iOS (iPhone/iPad)
Touhou: Scarlet Curiosity,20/9/2016,Mediascape,XSEED Games,Action RPG,Rated T For Teen,7.2,21,PlayStation 4
Mediterranea Inferno,24/8/2023,Eyeguys,Santa Ragione,Visual Novel,Not Rated,6.894852313,,PC
Baseball Riot,9/12/2015,10tons,10tons,Action Puzzle,Rated E +10 For Everyone +10,6.894852313,,iOS (iPhone/iPad)
Dracula: Origin,23/5/2008,Frogwares,The Adventure Company,Point-and-Click,Rated T For Teen,7,16,PC
8-Bit Hordes,1/2/2019,Petroglyph,Petroglyph,Command RTS,Rated E +10 For Everyone +10,3,7,PC
Guilty Gear Xrd: Rev 2,26/5/2017,Arc System Works,Aksys Games,2D Fighting,Rated T For Teen,8.2,116,PlayStation 4
Stranded: Alien Dawn,25/4/2023,Haemimont Games,Frontier Developments,Real-Time Strategy,Not Rated,5.9,14,PC
State of Decay,5/6/2013,Undead Labs,Microsoft Game Studios,Survival,Rated M For Mature,7.2,633,Xbox 360
The Secret World,3/7/2012,Funcom,Funcom,MMORPG,Rated M For Mature,8.3,1303,PC
Paradise (2006),3/5/2006,White Birds Productions,Ubisoft,Adventure,Rated T For Teen,7,24,PC
Team Sonic Racing,21/5/2019,Sumo Digital,Sega,Auto Racing,Rated E For Everyone,7.2,280,Nintendo Switch
Miner Wars 2081,28/11/2012,Keen Software House,Keen Software House,Space Combat Sim,Not Rated,5.9,72,PC
Kholat,9/6/2015,IMGN.PRO,IMGN.PRO,First-Person Adventure,Not Rated,6.8,146,PC
Minesweeper Flags,11/2/2009,TikGames,Microsoft Game Studios,Logic Puzzle,Rated E For Everyone,6.894852313,,Xbox 360
Nicktoons Unite!,26/10/2005,THQ,THQ,3D Platformer,Rated E For Everyone,6.7,25,GameCube
Space Age: A Cosmic Adventure,12/11/2014,Big Bucket Software,Big Bucket Software,Action,Not Rated,6.894852313,,iOS (iPhone/iPad)
SNK Gals Fighters,29/4/2020,Code Mystics Inc.,SNK Corporation,2D Fighting,Rated E For Everyone,8.3,6,Nintendo Switch
htoL#NiQ: The Firefly Diary,24/2/2015,Nippon Ichi Software,NIS America,2D Platformer,Rated T For Teen,7.5,25,PlayStation Vita
Barrow Hill: Curse of the Ancient Circle,25/8/2006,Shadow Tor Studios,Got Game Entertainment,Point-and-Click,Rated T For Teen,5.5,10,PC
Skullgirls: 2nd Encore,7/7/2015,Lab Zero Games,Autumn Games,2D Fighting,Rated T For Teen,5.4,84,PlayStation Vita
Atlantis Evolution,17/10/2004,Atlantis Interactive Entertainment,The Adventure Company,Third-Person Adventure,Rated T For Teen,3.2,6,PC
Wonder Boy: Asha in Monster World,28/5/2021,Artdink,ININ Games,2D Platformer,Rated E +10 For Everyone +10,6.7,28,Nintendo Switch
The Golf Club 2019 featuring PGA Tour,28/8/2018,HB Studios Multimedia,HB Studios Multimedia,Golf Sim,Rated E For Everyone,6.4,36,PlayStation 4
Naruto: Ninja Council 2,4/10/2006,Aspect,D3Publisher,2D Beat-'Em-Up,Rated E +10 For Everyone +10,6.5,11,Game Boy Advance
Vampire Rain,3/7/2007,Artoon,AQ Interactive,Survival,Rated M For Mature,3.5,30,Xbox 360
Astro Boy,18/8/2004,Sonic Team,Sega,Action,Rated E For Everyone,8.3,14,PlayStation 2
Tilt to Live,24/2/2010,One Man Left Studios,One Man Left Studios,Action,Not Rated,6.8,8,iOS (iPhone/iPad)
Donkey Kong: Barrel Blast,8/10/2007,Paon Corporation,Nintendo,Arcade Racing,Rated E For Everyone,6.5,36,Wii
Crayola Treasure Adventures,1/10/2007,DC Studios,Crave,Puzzle,Rated E For Everyone,6.894852313,,DS
Still Life 2,11/8/2009,GameCo,Encore Software,Adventure,Rated M For Mature,5.7,56,PC
LEGO The Hobbit,8/4/2014,TT Games,Warner Bros. Interactive Entertainment,Action Adventure,Rated E +10 For Everyone +10,6.6,130,PlayStation 3
Metro 2033,16/3/2010,4A Games,THQ,FPS,Rated M For Mature,7.8,386,PC
Star Wars Jedi: Survivor,28/4/2023,Respawn Entertainment,Limited Run Games,Action Adventure,Rated T For Teen,6.6,1492,PC
Monkey Island 2 Special Edition: LeChuck's Revenge,7/7/2010,LucasArts,LucasArts,Point-and-Click,Rated E +10 For Everyone +10,8.1,48,PC
